ticker,timestamp,open,high,low,close,volume
VN30,2022-08-29 00:00,1296.03,1296.03,1275.4,1293.25,173563900.0
VN30,2022-08-30 00:00,1293.41,1307.12,1293.41,1298.14,112402300.0
VN30,2022-08-31 00:00,1295.71,1306.45,1294.34,1301.44,102743200.0
VN30,2022-09-05 00:00,1300.5,1305.62,1294.44,1298.15,109232200.0
VN30,2022-09-06 00:00,1298.74,1305.9,1296.58,1299.06,120583700.0
VN30,2022-09-07 00:00,1297.31,1298.17,1268.95,1268.95,186486100.0
VN30,2022-09-08 00:00,1277.63,1279.34,1265.57,1265.57,123700800.0
VN30,2022-09-09 00:00,1273.37,1275.64,1259.35,1275.64,160990000.0
VN30,2022-09-12 00:00,1281.62,1285.17,1275.45,1275.6,100415736.0
VN30,2022-09-13 00:00,1277.48,1279.55,1271.22,1272.48,94065400.0
VN30,2022-09-14 00:00,1254.44,1262.8,1250.98,1260.88,142289600.0
VN30,2022-09-15 00:00,1267.24,1269.54,1260.51,1262.82,100855503.0
VN30,2022-09-16 00:00,1259.9,1263.97,1248.13,1252.78,155329900.0
VN30,2022-09-19 00:00,1251.43,1253.45,1225.18,1229.88,151641011.0
VN30,2022-09-20 00:00,1235.93,1241.07,1224.96,1241.07,93793700.0
VN30,2022-09-21 00:00,1235.84,1236.05,1223.02,1228.2,74977165.0
VN30,2022-09-22 00:00,1217.63,1229.26,1210.65,1228.94,94760981.0
VN30,2022-09-23 00:00,1227.34,1230.72,1213.74,1215.41,85925934.0
VN30,2022-09-26 00:00,1199.39,1201.89,1172.37,1187.22,169125297.0
VN30,2022-09-27 00:00,1190.46,1193.79,1181.43,1182.46,82495496.0
VN30,2022-09-28 00:00,1173.82,1177.58,1160.66,1160.66,90819846.0
VN30,2022-09-29 00:00,1166.59,1177.21,1147.44,1147.44,88092778.0
VN30,2022-09-30 00:00,1140.18,1158.2,1128.57,1152.01,150912102.0
VN30,2022-10-03 00:00,1141.87,1144.95,1094.49,1102.0,156244153.0
VN30,2022-10-04 00:00,1113.8,1117.87,1088.41,1097.72,144936044.0
VN30,2022-10-05 00:00,1114.6,1128.94,1112.26,1117.38,111885290.0
VN30,2022-10-06 00:00,1117.7,1119.76,1079.75,1081.36,139132994.0
VN30,2022-10-07 00:00,1064.72,1067.03,1027.64,1039.54,259073007.0
VN30,2022-10-10 00:00,1025.48,1052.24,1011.44,1038.93,175943046.0
VN30,2022-10-11 00:00,1031.12,1031.12,987.27,1001.68,198813600.0
VN30,2022-10-12 00:00,1004.53,1039.33,999.0,1034.93,149025848.0
VN30,2022-10-13 00:00,1034.2,1051.24,1020.97,1051.24,125773835.0
VN30,2022-10-14 00:00,1068.63,1070.3,1054.82,1061.39,146026313.0
VN30,2022-10-17 00:00,1051.23,1051.42,1028.34,1047.2,115719738.0
VN30,2022-10-18 00:00,1061.06,1068.9,1051.85,1059.06,119397020.0
VN30,2022-10-19 00:00,1061.12,1062.27,1044.69,1053.65,101706334.0
VN30,2022-10-20 00:00,1049.96,1060.79,1041.08,1053.26,112393696.0
VN30,2022-10-21 00:00,1055.34,1055.34,1002.09,1010.57,190652861.0
VN30,2022-10-24 00:00,1011.54,1013.24,961.79,973.88,169908119.0
VN30,2022-10-25 00:00,971.29,1006.69,950.19,991.52,180001549.0
VN30,2022-10-26 00:00,995.73,999.59,979.4,990.41,74337124.0
VN30,2022-10-27 00:00,992.95,1028.5,986.54,1028.5,158331052.0
VN30,2022-10-28 00:00,1036.94,1046.04,1024.74,1029.49,146134325.0
VN30,2022-10-31 00:00,1027.57,1031.66,999.47,1026.84,187546506.0
VN30,2022-11-01 00:00,1028.23,1049.77,1028.23,1038.09,243969037.0
VN30,2022-11-02 00:00,1037.47,1039.42,1020.48,1025.18,167960841.0
VN30,2022-11-03 00:00,1012.9,1029.53,1010.57,1023.8,120487750.0
VN30,2022-11-04 00:00,1006.52,1009.0,971.72,997.92,256528166.0
VN30,2022-11-07 00:00,992.4,999.43,968.84,972.85,179155962.0
VN30,2022-11-08 00:00,957.88,981.51,950.81,980.09,185843137.0
VN30,2022-11-09 00:00,980.92,993.28,969.19,979.68,166528389.0
VN30,2022-11-10 00:00,969.79,969.79,925.02,936.8,252650412.0
VN30,2022-11-11 00:00,946.68,963.55,941.84,948.86,213548777.0
VN30,2022-11-14 00:00,945.97,945.97,913.5,936.31,212025067.0
VN30,2022-11-15 00:00,923.2,927.37,893.49,904.77,218178603.0
VN30,2022-11-16 00:00,878.24,942.56,863.31,940.29,250037971.0
VN30,2022-11-17 00:00,941.77,975.42,941.77,971.04,184750459.0
VN30,2022-11-18 00:00,967.82,977.19,941.18,971.2,264153101.0
VN30,2022-11-21 00:00,970.64,972.15,951.62,956.89,132134595.0
VN30,2022-11-22 00:00,956.31,985.18,941.85,945.54,368756651.0
VN30,2022-11-23 00:00,939.08,951.86,933.26,938.73,154647653.0
VN30,2022-11-24 00:00,932.69,941.69,925.55,940.76,136369271.0
VN30,2022-11-25 00:00,948.66,967.49,947.56,967.49,170946078.0
VN30,2022-11-28 00:00,974.42,1006.06,974.23,1004.34,398198162.0
VN30,2022-11-29 00:00,1007.58,1029.04,995.12,1029.04,366482223.0
VN30,2022-11-30 00:00,1034.78,1049.21,1018.59,1049.21,264787837.0
VN30,2022-12-01 00:00,1059.8,1073.32,1040.95,1042.64,434563695.0
VN30,2022-12-02 00:00,1038.11,1092.99,1037.08,1092.99,331278771.0
VN30,2022-12-05 00:00,1094.39,1120.56,1094.39,1110.94,375190697.0
VN30,2022-12-06 00:00,1109.5,1109.5,1054.06,1054.06,405756539.0
VN30,2022-12-07 00:00,1051.55,1064.73,1037.15,1047.58,242164006.0
VN30,2022-12-08 00:00,1061.99,1093.64,1055.63,1062.73,304642656.0
VN30,2022-12-09 00:00,1069.38,1076.67,1051.62,1065.08,236921811.0
VN30,2022-12-12 00:00,1071.27,1073.44,1037.42,1037.42,219978681.0
VN30,2022-12-13 00:00,1038.63,1056.43,1028.37,1056.43,241979930.0
VN30,2022-12-14 00:00,1056.76,1071.02,1052.25,1056.17,192579911.0
VN30,2022-12-15 00:00,1055.8,1076.03,1055.49,1068.08,248684661.0
VN30,2022-12-16 00:00,1061.58,1077.27,1058.88,1064.07,249679571.0
VN30,2022-12-19 00:00,1063.72,1081.55,1050.22,1050.22,258471104.0
VN30,2022-12-20 00:00,1048.17,1049.39,1015.66,1029.79,283560309.0
VN30,2022-12-21 00:00,1041.05,1041.65,1011.9,1033.1,212869654.0
VN30,2022-12-22 00:00,1033.72,1048.84,1031.29,1038.34,188549510.0
VN30,2022-12-23 00:00,1037.91,1041.37,1022.51,1034.13,129891329.0
VN30,2022-12-26 00:00,1032.42,1033.17,987.77,987.77,175287677.0
VN30,2022-12-27 00:00,988.87,1015.01,985.67,1007.36,153705262.0
VN30,2022-12-28 00:00,1009.19,1023.24,997.12,1013.95,123295399.0
VN30,2022-12-29 00:00,1013.95,1022.15,1008.3,1008.3,121061713.0
VN30,2022-12-30 00:00,1016.71,1017.45,1005.19,1005.19,95646949.0
VN30,2023-01-03 00:00,1010.52,1047.25,1010.03,1047.25,159655387.0
VN30,2023-01-04 00:00,1051.66,1059.01,1046.61,1050.15,172272391.0
VN30,2023-01-05 00:00,1052.32,1065.99,1051.6,1061.9,164326098.0
VN30,2023-01-06 00:00,1060.14,1075.33,1053.29,1057.4,192747383.0
VN30,2023-01-09 00:00,1065.24,1068.77,1056.64,1061.14,126346158.0
VN30,2023-01-10 00:00,1062.22,1066.08,1052.09,1060.53,126803216.0
VN30,2023-01-11 00:00,1065.69,1076.22,1063.96,1065.22,161565298.0
VN30,2023-01-12 00:00,1068.47,1072.81,1059.52,1066.24,113879596.0
VN30,2023-01-13 00:00,1071.91,1077.45,1063.68,1069.86,149089445.0
VN30,2023-01-16 00:00,1072.44,1076.97,1066.78,1075.71,126858752.0
VN30,2023-01-17 00:00,1077.48,1103.73,1077.48,1103.73,208016190.0
VN30,2023-01-18 00:00,1106.89,1117.23,1104.98,1115.72,152941676.0
VN30,2023-01-19 00:00,1110.5,1126.12,1108.96,1121.92,198738625.0
VN30,2023-01-27 00:00,1128.45,1142.08,1125.12,1130.65,166064105.0
VN30,2023-01-30 00:00,1132.45,1132.97,1113.95,1113.95,199105010.0
VN30,2023-01-31 00:00,1112.6,1125.07,1098.65,1125.07,197967689.0
VN30,2023-02-01 00:00,1128.13,1130.2,1088.09,1088.09,285611066.0
VN30,2023-02-02 00:00,1093.55,1099.39,1082.97,1093.48,164087290.0
VN30,2023-02-03 00:00,1094.14,1095.87,1081.05,1085.7,184413551.0
VN30,2023-02-06 00:00,1078.72,1094.45,1073.44,1094.37,144719122.0
VN30,2023-02-07 00:00,1094.51,1096.93,1068.71,1069.5,192878460.0
VN30,2023-02-08 00:00,1072.08,1082.89,1064.93,1073.38,154835441.0
VN30,2023-02-09 00:00,1070.32,1076.48,1059.91,1059.91,137779325.0
VN30,2023-02-10 00:00,1060.91,1064.53,1048.13,1048.74,112898739.0
VN30,2023-02-13 00:00,1044.49,1045.6,1024.98,1040.4,156840349.0
VN30,2023-02-14 00:00,1040.85,1042.96,1030.51,1034.93,110808200.0
VN30,2023-02-15 00:00,1032.58,1048.85,1028.11,1043.34,180596220.0
VN30,2023-02-16 00:00,1047.66,1055.26,1040.01,1055.26,122273518.0
VN30,2023-02-17 00:00,1055.29,1057.59,1047.13,1053.72,121169934.0
VN30,2023-02-20 00:00,1052.38,1087.36,1052.36,1087.36,190249238.0
VN30,2023-02-21 00:00,1089.77,1096.35,1080.12,1080.9,162784094.0
VN30,2023-02-22 00:00,1078.98,1078.98,1051.08,1051.08,185438909.0
VN30,2023-02-23 00:00,1050.07,1050.95,1026.92,1050.95,171955310.0
VN30,2023-02-24 00:00,1048.22,1048.27,1027.16,1030.42,95855080.0
VN30,2023-02-27 00:00,1028.67,1028.67,1006.32,1011.46,135239763.0
VN30,2023-02-28 00:00,1018.66,1026.65,1009.18,1014.96,89528495.0
VN30,2023-03-01 00:00,1013.83,1034.43,1001.05,1034.43,116954020.0
VN30,2023-03-02 00:00,1032.84,1037.73,1025.13,1028.73,89286215.0
VN30,2023-03-03 00:00,1029.59,1033.71,1011.61,1013.35,87613081.0
VN30,2023-03-06 00:00,1022.57,1034.56,1014.26,1014.26,116889318.0
VN30,2023-03-07 00:00,1025.78,1037.97,1024.02,1027.16,144500212.0
VN30,2023-03-08 00:00,1017.35,1040.59,1017.35,1040.59,141351869.0
VN30,2023-03-09 00:00,1042.11,1056.56,1041.49,1050.28,184317042.0
VN30,2023-03-10 00:00,1044.51,1049.45,1039.59,1047.2,128949162.0
VN30,2023-03-13 00:00,1042.6,1053.64,1041.25,1050.07,194918539.0
VN30,2023-03-14 00:00,1047.47,1049.35,1032.51,1037.35,168411886.0
VN30,2023-03-15 00:00,1040.63,1064.65,1040.63,1064.38,188635717.0
VN30,2023-03-16 00:00,1056.81,1059.61,1039.89,1046.99,149092317.0
VN30,2023-03-17 00:00,1053.48,1055.2,1043.28,1047.71,181712463.0
VN30,2023-03-20 00:00,1041.86,1042.07,1021.67,1024.5,145510609.0
VN30,2023-03-21 00:00,1031.34,1036.18,1016.77,1035.04,138418583.0
VN30,2023-03-22 00:00,1035.49,1046.48,1035.04,1043.14,138759239.0
VN30,2023-03-23 00:00,1038.93,1046.6,1033.23,1046.6,112110009.0
VN30,2023-03-24 00:00,1049.05,1056.67,1047.46,1051.42,157979870.0
VN30,2023-03-27 00:00,1052.68,1059.65,1046.8,1056.45,163146875.0
VN30,2023-03-28 00:00,1060.85,1064.68,1055.81,1058.82,188815652.0
VN30,2023-03-29 00:00,1059.87,1061.45,1053.12,1061.45,136556935.0
VN30,2023-03-30 00:00,1067.25,1073.93,1065.52,1067.24,182278565.0
VN30,2023-03-31 00:00,1067.72,1078.15,1067.72,1073.68,187322590.0
VN30,2023-04-03 00:00,1080.9,1088.83,1080.9,1088.72,231191347.0
VN30,2023-04-04 00:00,1090.07,1091.13,1084.04,1088.34,181913647.0
VN30,2023-04-05 00:00,1088.33,1089.83,1082.73,1089.83,193542280.0
VN30,2023-04-06 00:00,1091.15,1093.99,1078.86,1078.86,233265554.0
VN30,2023-04-07 00:00,1079.0,1080.9,1071.6,1078.88,139198068.0
VN30,2023-04-10 00:00,1082.62,1087.6,1074.59,1077.41,192735075.0
VN30,2023-04-11 00:00,1075.76,1082.89,1067.28,1081.71,179555000.0
VN30,2023-04-12 00:00,1083.06,1084.26,1077.86,1080.69,196579527.0
VN30,2023-04-13 00:00,1081.78,1082.21,1072.11,1074.67,156936399.0
VN30,2023-04-14 00:00,1078.36,1079.87,1063.43,1063.43,173473882.0
VN30,2023-04-17 00:00,1063.18,1065.4,1058.55,1065.02,96991775.0
VN30,2023-04-18 00:00,1067.02,1068.54,1060.75,1064.55,122151011.0
VN30,2023-04-19 00:00,1067.67,1067.74,1055.77,1056.14,140570559.0
VN30,2023-04-20 00:00,1056.74,1057.82,1050.35,1053.61,83465751.0
VN30,2023-04-21 00:00,1054.75,1055.48,1045.78,1046.18,147542173.0
VN30,2023-04-24 00:00,1049.24,1054.0,1041.46,1046.17,104527522.0
VN30,2023-04-25 00:00,1046.6,1051.54,1036.93,1037.04,121300558.0
VN30,2023-04-26 00:00,1036.3,1045.24,1029.94,1045.24,125213397.0
VN30,2023-04-27 00:00,1045.78,1048.26,1040.32,1041.54,105540263.0
VN30,2023-04-28 00:00,1045.38,1051.43,1044.56,1051.43,140120787.0
VN30,2023-05-04 00:00,1046.32,1047.93,1038.23,1039.64,126690951.0
VN30,2023-05-05 00:00,1038.51,1042.11,1035.07,1038.46,91908724.0
VN30,2023-05-08 00:00,1041.07,1050.56,1041.04,1049.72,147610095.0
VN30,2023-05-09 00:00,1049.86,1054.49,1049.23,1049.67,104950575.0
VN30,2023-05-10 00:00,1051.62,1055.36,1048.6,1054.99,124332363.0
VN30,2023-05-11 00:00,1058.02,1061.48,1053.62,1054.93,129169644.0
VN30,2023-05-12 00:00,1056.09,1066.44,1051.75,1066.44,168133412.0
VN30,2023-05-15 00:00,1067.26,1080.72,1067.26,1070.9,195832836.0
VN30,2023-05-16 00:00,1072.98,1073.66,1066.92,1069.64,126608549.0
VN30,2023-05-17 00:00,1069.54,1073.87,1062.1,1062.1,153780075.0
VN30,2023-05-18 00:00,1065.39,1076.86,1063.08,1070.76,146733042.0
VN30,2023-05-19 00:00,1072.77,1072.77,1060.72,1068.84,122584601.0
VN30,2023-05-22 00:00,1070.37,1073.89,1068.55,1073.74,141567576.0
VN30,2023-05-23 00:00,1074.26,1076.89,1063.85,1068.05,171261054.0
VN30,2023-05-24 00:00,1072.23,1072.52,1060.83,1061.55,155600216.0
VN30,2023-05-25 00:00,1061.16,1064.24,1057.35,1062.15,137300276.0
VN30,2023-05-26 00:00,1064.26,1064.95,1060.14,1060.81,111013799.0
VN30,2023-05-29 00:00,1063.62,1070.97,1062.79,1069.77,133516083.0
VN30,2023-05-30 00:00,1073.99,1074.46,1066.98,1071.82,169641426.0
VN30,2023-05-31 00:00,1072.72,1074.3,1063.44,1066.33,193512261.0
VN30,2023-06-01 00:00,1065.27,1068.09,1060.29,1068.09,162888526.0
VN30,2023-06-02 00:00,1074.51,1089.22,1073.95,1086.96,263732936.0
VN30,2023-06-05 00:00,1097.53,1100.37,1090.52,1091.08,215317022.0
VN30,2023-06-06 00:00,1091.71,1102.32,1090.95,1102.32,198494952.0
VN30,2023-06-07 00:00,1104.3,1107.09,1100.11,1105.68,266734660.0
VN30,2023-06-08 00:00,1107.86,1110.87,1092.46,1092.46,279499146.0
VN30,2023-06-09 00:00,1095.41,1100.85,1089.37,1100.85,198818335.0
VN30,2023-06-12 00:00,1104.08,1109.63,1092.3,1109.63,181060346.0
VN30,2023-06-13 00:00,1110.95,1115.39,1108.5,1115.39,237773019.0
VN30,2023-06-14 00:00,1116.53,1123.86,1110.6,1110.6,230889954.0
VN30,2023-06-15 00:00,1110.52,1113.23,1104.6,1108.57,171386771.0
VN30,2023-06-16 00:00,1108.59,1125.62,1105.74,1109.06,320825564.0
VN30,2023-06-19 00:00,1110.01,1111.21,1098.31,1098.94,193158860.0
VN30,2023-06-20 00:00,1098.92,1104.27,1095.38,1104.27,145979677.0
VN30,2023-06-21 00:00,1104.24,1112.07,1101.27,1112.07,185915292.0
VN30,2023-06-22 00:00,1119.25,1122.6,1115.57,1117.6,199449924.0
VN30,2023-06-23 00:00,1119.02,1127.29,1117.41,1126.76,231941371.0
VN30,2023-06-26 00:00,1130.04,1134.11,1118.53,1131.23,238717346.0
VN30,2023-06-27 00:00,1134.28,1135.65,1128.2,1134.41,174390537.0
VN30,2023-06-28 00:00,1135.89,1143.53,1131.92,1141.12,255038796.0
VN30,2023-06-29 00:00,1141.81,1142.72,1125.29,1125.29,218092601.0
VN30,2023-06-30 00:00,1125.21,1127.28,1121.21,1123.13,158185062.0
VN30,2023-07-03 00:00,1127.12,1130.09,1120.63,1123.37,140291759.0
VN30,2023-07-04 00:00,1123.54,1128.35,1119.29,1128.0,163515255.0
VN30,2023-07-05 00:00,1131.15,1134.68,1128.19,1129.76,212211285.0
VN30,2023-07-06 00:00,1129.74,1131.54,1115.91,1119.44,224617249.0
VN30,2023-07-07 00:00,1118.2,1129.43,1116.02,1129.43,163682988.0
VN30,2023-07-10 00:00,1134.97,1143.16,1132.73,1143.16,247673070.0
VN30,2023-07-11 00:00,1144.35,1152.16,1143.6,1146.67,233612368.0
VN30,2023-07-12 00:00,1147.63,1150.88,1141.81,1146.54,223092399.0
VN30,2023-07-13 00:00,1152.58,1156.11,1148.71,1156.11,187722147.0
VN30,2023-07-14 00:00,1160.5,1162.16,1146.26,1160.59,287136643.0
VN30,2023-07-17 00:00,1164.52,1166.76,1160.47,1164.58,238617993.0
VN30,2023-07-18 00:00,1163.7,1167.81,1159.05,1166.82,221277318.0
VN30,2023-07-19 00:00,1169.64,1171.07,1165.19,1165.19,198763722.0
VN30,2023-07-20 00:00,1164.69,1168.26,1159.64,1168.26,219015883.0
VN30,2023-07-21 00:00,1167.74,1186.6,1166.55,1186.6,243904830.0
VN30,2023-07-24 00:00,1191.3,1194.04,1182.45,1193.14,265250296.0
VN30,2023-07-25 00:00,1195.13,1202.39,1194.89,1198.01,253439658.0
VN30,2023-07-26 00:00,1198.04,1201.43,1195.31,1201.43,247611029.0
VN30,2023-07-27 00:00,1201.11,1205.35,1192.35,1199.68,263534970.0
VN30,2023-07-28 00:00,1199.9,1212.45,1197.53,1212.45,251723267.0
VN30,2023-07-31 00:00,1224.47,1230.81,1217.02,1230.81,295015238.0
VN30,2023-08-01 00:00,1239.52,1240.99,1222.18,1222.18,328548728.0
VN30,2023-08-02 00:00,1220.7,1226.12,1216.67,1221.32,218669512.0
VN30,2023-08-03 00:00,1219.88,1223.94,1207.43,1210.8,264661724.0
VN30,2023-08-04 00:00,1211.77,1231.42,1211.77,1231.42,321102255.0
VN30,2023-08-07 00:00,1230.38,1250.68,1230.38,1250.68,284154202.0
VN30,2023-08-08 00:00,1252.05,1254.21,1243.84,1247.81,232561516.0
VN30,2023-08-09 00:00,1246.12,1248.52,1235.87,1239.84,249197227.0
VN30,2023-08-10 00:00,1241.59,1243.16,1225.0,1226.2,204603973.0
VN30,2023-08-11 00:00,1235.59,1240.77,1221.03,1240.77,234893187.0
VN30,2023-08-14 00:00,1245.06,1245.96,1234.12,1243.43,228239580.0
VN30,2023-08-15 00:00,1244.31,1244.62,1236.55,1241.24,186057671.0
VN30,2023-08-16 00:00,1240.88,1257.57,1240.88,1256.95,248386551.0
VN30,2023-08-17 00:00,1257.81,1259.5,1247.82,1247.82,281659977.0
VN30,2023-08-18 00:00,1240.54,1243.69,1187.03,1190.1,424147555.0
VN30,2023-08-21 00:00,1190.69,1199.6,1178.54,1190.32,259268513.0
VN30,2023-08-22 00:00,1192.11,1195.97,1158.6,1193.51,267091208.0
VN30,2023-08-23 00:00,1206.61,1207.84,1177.5,1182.97,225177948.0
VN30,2023-08-24 00:00,1184.28,1201.95,1180.46,1201.88,189261209.0
VN30,2023-08-25 00:00,1201.73,1203.52,1190.54,1193.93,186756511.0
VN30,2023-08-28 00:00,1200.26,1213.61,1199.02,1213.4,188028144.0
